comment,label,comment_length,comment_cleaned
مهمترین نکته در یک برگر خوب کیفیت گوشت طبخ شده و طعمه اونه، سفارش دیروز بسیار بسیار معمولی بود! و رستورانی که حتی عنوانش هم یدک‌کش برگر هست، تو مهمترین نکته برگرهاش ضعیف کار کرده!,0,179,مهمترین نکته در یک برگر خوب کیفیت گوشت طبخ شده و طعمه اونه سفارش دیروز بسیار بسیار معمولی بود و رستورانی که حتی عنوانش هم یدککش برگر هست تو مهمترین نکته برگرهاش ضعیف کار کرده
هزینه بسته بندی ۳ هزار تومان اضافه‌شده، نان و کارد و چنگال یکبار مصرف حذف‌شده,1,77,هزینه بسته بندی  هزار تومان اضافهشده نان و کارد و چنگال یکبار مصرف حذفشده
طعم پیتزا عالی بود. واقعا ممنونم,1,32,طعم پیتزا عالی بود واقعا ممنونم
لطفا در انتخاب سفیر دقت فرمایید,0,31,لطفا در انتخاب سفیر دقت فرمایید
هم خیلی طول کشید، هم غذا سرد بود، نوشیدنی‌ها هم یادشون رفته بود تازه بعد این‌که ما غذامون تموم شد به دستمون رسوندن!,0,115,هم خیلی طول کشید هم غذا سرد بود نوشیدنیها هم یادشون رفته بود تازه بعد اینکه ما غذامون تموم شد به دستمون رسوندن
غذه بسیار سرد بدستمان رسید,0,26,غذه بسیار سرد بدستمان رسید
سیب زمینی‌ها سوخته و مونده بود، ساندویج هم خیلی کوچیک بود محتویات کم بود,0,72,سیب زمینیها سوخته و مونده بود ساندویج هم خیلی کوچیک بود محتویات کم بود
یکی از سفارش‌های من ارسال نشده,0,30,یکی از سفارشهای من ارسال نشده
نان سیرش بی‌نظیر بود بسته بندی شیک و عالی غذا گرم رسید دستم با اینکه مسافت زیادی بود درکل ممنونم عالی بود بابت مدیریت عالیشو,1,124,نان سیرش بینظیر بود بسته بندی شیک و عالی غذا گرم رسید دستم با اینکه مسافت زیادی بود درکل ممنونم عالی بود بابت مدیریت عالیشو
غذا و ارسال به موقع و طعم غذا عالی بود، فقط این تخفیف اسنپ فود کجا رفت نمیدونم. اگر تخفیف نداره الکی پیام نده خوب، ولی حسنش این بود با فست فود خیلی خوبی آشنا شدم. ممنون از دیوار,0,177,غذا و ارسال به موقع و طعم غذا عالی بود فقط این تخفیف اسنپ فود کجا رفت نمیدونم اگر تخفیف نداره الکی پیام نده خوب ولی حسنش این بود با فست فود خیلی خوبی آشنا شدم ممنون از دیوار
به جای سالاد مرغ، سالا سبز برای من ارسال‌شده,0,44,به جای سالاد مرغ سالا سبز برای من ارسالشده
کیفیت لوبیا پلو بسیار پایین بود,0,31,کیفیت لوبیا پلو بسیار پایین بود
همه غذاهای رستوران هانی پارسه بسیار با کیفیت و خوشمزه هستند. به نظرم کاملا کیفیت با قیمت تناسب دارد. من که نزدیک به ده سال هست این رستوران را می‌شناسم و همیشه بسیار راضی هستم.,1,175,همه غذاهای رستوران هانی پارسه بسیار با کیفیت و خوشمزه هستند به نظرم کاملا کیفیت با قیمت تناسب دارد من که نزدیک به ده سال هست این رستوران را میشناسم و همیشه بسیار راضی هستم
سریع و تازه همیشه راضیم,1,23,سریع و تازه همیشه راضیم
حجم جوجه خیلی کم بود,1,20,حجم جوجه خیلی کم بود
خیلی ممنونم از ارسال درست سفارش و همینطور پیک محترم,1,51,خیلی ممنونم از ارسال درست سفارش و همینطور پیک محترم
بد واقعا خیلی بد … نون هات داگ انقدر مونده بود که از تیکه تیگه شده بود و محتویات سانویچ از ۱۰۰ جا بیرون زد.. نوشابه به معنی کلمه داغ بود و اینکه من سر کار سفارش دادم گذاشتن یه دستمال کاغذی فک نمی‌کنم خیلی سخت باشه,0,213,بد واقعا خیلی بد  نون هات داگ انقدر مونده بود که از تیکه تیگه شده بود و محتویات سانویچ از  جا بیرون زد نوشابه به معنی کلمه داغ بود و اینکه من سر کار سفارش دادم گذاشتن یه دستمال کاغذی فک نمیکنم خیلی سخت باشه
به جای تست فرانسوی، یک نان چند لایه نرم با کمی پودر قند روی آن ارسال‌شده که شباهتی به تست فرانسوی ندارد,0,103,به جای تست فرانسوی یک نان چند لایه نرم با کمی پودر قند روی آن ارسالشده که شباهتی به تست فرانسوی ندارد
خوشمزه و گرم بود و ب موقع رسید ممنون,1,36,خوشمزه و گرم بود و ب موقع رسید ممنون
بسیار عالی بود هم زیاد بود هم تازه و هم خوش‌طعم، خیلی هم زود تحویل دادن، واقعا ممنون,1,84,بسیار عالی بود هم زیاد بود هم تازه و هم خوشطعم خیلی هم زود تحویل دادن واقعا ممنون
در کل کیفیت غذای ۳۶۰ متوسط رو به بالا هست، فقط به نسبت خیلی جاها با کیفیت مشابه قیمتش اندکی بالاتر است.,1,103,در کل کیفیت غذای  متوسط رو به بالا هست فقط به نسبت خیلی جاها با کیفیت مشابه قیمتش اندکی بالاتر است
همه پی خوب بود فقط اینکه ساندویچ شکارچیان سرد رسید دستمون,1,57,همه پی خوب بود فقط اینکه ساندویچ شکارچیان سرد رسید دستمون
کیفت غذا خوب نبود,0,17,کیفت غذا خوب نبود
شیرینی هاش اصلا خوب نبود کهنه بود,0,33,شیرینی هاش اصلا خوب نبود کهنه بود
معمولی رو به پایین!,0,19,معمولی رو به پایین
عالی بود واقعا فکر نمی‌کردم انقدر خوب باشه خوش‌طعم,1,50,عالی بود واقعا فکر نمیکردم انقدر خوب باشه خوشطعم
عالی بود طعم غذا مخصوصا سیر و استیک,1,35,عالی بود طعم غذا مخصوصا سیر و استیک
پرپروک عالیه مثل همیشه,1,22,پرپروک عالیه مثل همیشه
زنگ زدن کنسل کردن دفعه اول گفتند انلاین پرداخت کنید همچنین من پیتزای ۳۰ سانتی متری سفارش دادم که اون نبود,0,105,زنگ زدن کنسل کردن دفعه اول گفتند انلاین پرداخت کنید همچنین من پیتزای  سانتی متری سفارش دادم که اون نبود
طعمش اصلا جالب نبود و نسبت به کیفیتش قیمتش بسیار بالا بود,0,57,طعمش اصلا جالب نبود و نسبت به کیفیتش قیمتش بسیار بالا بود
چندبار خرید می‌کنم هی جنس اشتباه میفرستن یا بجای بزرگ کوچیک میفرستن. جنسو با یچی هم قیمتش جابجا میفرستن. سفارش رو درست بفرستید. ممنون.,0,134,چندبار خرید میکنم هی جنس اشتباه میفرستن یا بجای بزرگ کوچیک میفرستن جنسو با یچی هم قیمتش جابجا میفرستن سفارش رو درست بفرستید ممنون
مرسی از محبتتان عالی,1,20,مرسی از محبتتان عالی
در منو سیب‌زمینی ویژه ثیت شده بود همراه ژامبون و پنیر ولی هیچ ژامبونی وجود نداره و این برای دومین باره. و قیمت نسبت به حجم و کیفیت اصلا به صرفه نیست,0,148,در منو سیبزمینی ویژه ثیت شده بود همراه ژامبون و پنیر ولی هیچ ژامبونی وجود نداره و این برای دومین باره و قیمت نسبت به حجم و کیفیت اصلا به صرفه نیست
